rel_thres,strategy,dataset,model,fold,sera_score,config
0.86,SMT,data\a1,BaggingRegressor,0,53.12774613114618,fixed_params
0.86,SMT,data\a1,BaggingRegressor,1,2672.380259500001,fixed_params
0.86,SMT,data\a1,BaggingRegressor,2,4464.941561218558,fixed_params
0.86,SMT,data\a1,BaggingRegressor,3,546.3882938898377,fixed_params
0.86,SMT,data\a1,BaggingRegressor,4,42.953554954005156,fixed_params
0.86,SMT,data\a1,BaggingRegressor,5,34.06055394282807,fixed_params
0.86,SMT,data\a1,BaggingRegressor,6,2144.7199573307835,fixed_params
0.86,SMT,data\a1,BaggingRegressor,7,22.953934076738662,fixed_params
0.86,SMT,data\a1,BaggingRegressor,8,5930.733614108962,fixed_params
0.86,SMT,data\a1,BaggingRegressor,9,6076.221721276762,fixed_params
0.86,SMT,data\a1,BaggingRegressor,10,3667.91878737442,fixed_params
0.86,SMT,data\a1,BaggingRegressor,11,1540.5587897231878,fixed_params
0.86,SMT,data\a1,BaggingRegressor,12,2967.0500660162293,fixed_params
0.86,SMT,data\a1,BaggingRegressor,13,44.483294521148856,fixed_params
0.86,SMT,data\a1,BaggingRegressor,14,40.74494289145139,fixed_params
0.86,SMT,data\a1,BaggingRegressor,15,41.91848856914927,fixed_params
0.86,SMT,data\a1,BaggingRegressor,16,3116.3868713133947,fixed_params
0.86,SMT,data\a1,BaggingRegressor,17,697.5970044270864,fixed_params
0.86,SMT,data\a1,BaggingRegressor,18,3988.369712500001,fixed_params
0.86,SMT,data\a1,BaggingRegressor,19,3371.8230508953866,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,0,67.63326463136414,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,1,4218.568220368263,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,2,4840.025494064914,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,3,2572.0248693456224,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,4,53.41051025150266,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,5,56.86067353983198,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,6,2890.3654495206497,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,7,30.797167522206486,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,8,7692.054782879255,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,9,4324.090249999999,fixed_params
0.86,SMT,data\a1,DecisionTreeRegressor,10,1203.1470154157412,fixed_params
