rel_thres,strategy,dataset,model,fold,sera_score,config
0.66,SMT,data\a1,BaggingRegressor,0,36.42689346345064,fixed_params
0.66,SMT,data\a1,BaggingRegressor,1,1029.8229235980698,fixed_params
0.66,SMT,data\a1,BaggingRegressor,2,4208.524989035066,fixed_params
0.66,SMT,data\a1,BaggingRegressor,3,791.4954556513393,fixed_params
0.66,SMT,data\a1,BaggingRegressor,4,40.71789254517613,fixed_params
0.66,SMT,data\a1,BaggingRegressor,5,37.997250838616566,fixed_params
0.66,SMT,data\a1,BaggingRegressor,6,1200.6596902651997,fixed_params
0.66,SMT,data\a1,BaggingRegressor,7,18.21197414845355,fixed_params
0.66,SMT,data\a1,BaggingRegressor,8,6802.2685143790795,fixed_params
0.66,SMT,data\a1,BaggingRegressor,9,4738.154660691694,fixed_params
0.66,SMT,data\a1,BaggingRegressor,10,3232.4299728190663,fixed_params
0.66,SMT,data\a1,BaggingRegressor,11,2977.6343479539823,fixed_params
0.66,SMT,data\a1,BaggingRegressor,12,3837.882302103687,fixed_params
0.66,SMT,data\a1,BaggingRegressor,13,32.9844788957505,fixed_params
0.66,SMT,data\a1,BaggingRegressor,14,48.88372433690402,fixed_params
0.66,SMT,data\a1,BaggingRegressor,15,39.72767477658771,fixed_params
0.66,SMT,data\a1,BaggingRegressor,16,2075.9653907169177,fixed_params
0.66,SMT,data\a1,BaggingRegressor,17,864.7515474662606,fixed_params
0.66,SMT,data\a1,BaggingRegressor,18,3792.6169126966556,fixed_params
0.66,SMT,data\a1,BaggingRegressor,19,4398.589472760103,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,0,72.12282641649455,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,1,2584.797410510927,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,2,6141.836100000001,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,3,3016.7726500000003,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,4,50.21423684319793,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,5,68.17450392625807,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,6,2337.370828411138,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,7,28.064727098061702,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,8,8252.564457735689,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,9,2868.3800498269898,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,10,12465.52245199289,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,11,4789.437867600304,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,12,7610.611979626001,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,13,51.22047491710548,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,14,84.26127843480333,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,15,58.413222790129204,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,16,2425.5112491760456,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,17,1221.8527725408087,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,18,9339.08327102049,fixed_params
0.66,SMT,data\a1,DecisionTreeRegressor,19,3686.085841878852,fixed_params
0.66,SMT,data\a1,MLPRegressor,0,837393.7693412714,fixed_params
0.66,SMT,data\a1,MLPRegressor,1,7668366.713518998,fixed_params
0.66,SMT,data\a1,MLPRegressor,2,124843.5975775333,fixed_params
0.66,SMT,data\a1,MLPRegressor,3,59845.50256566682,fixed_params
0.66,SMT,data\a1,MLPRegressor,4,7861.9550114561225,fixed_params
0.66,SMT,data\a1,MLPRegressor,5,75885.95478333482,fixed_params
0.66,SMT,data\a1,MLPRegressor,6,52165.07971867484,fixed_params
