rel_thres,strategy,dataset,model,fold,sera_score,config
0.64,SMT,data\a1,BaggingRegressor,0,45.8716714375937,fixed_params
0.64,SMT,data\a1,BaggingRegressor,1,1346.9980514577671,fixed_params
0.64,SMT,data\a1,BaggingRegressor,2,4281.837407970062,fixed_params
0.64,SMT,data\a1,BaggingRegressor,3,703.3651187611036,fixed_params
0.64,SMT,data\a1,BaggingRegressor,4,37.5347536891752,fixed_params
0.64,SMT,data\a1,BaggingRegressor,5,39.803573451709944,fixed_params
0.64,SMT,data\a1,BaggingRegressor,6,1218.4510189407688,fixed_params
0.64,SMT,data\a1,BaggingRegressor,7,30.993523076315505,fixed_params
0.64,SMT,data\a1,BaggingRegressor,8,4046.49975713129,fixed_params
0.64,SMT,data\a1,BaggingRegressor,9,6312.839130108438,fixed_params
0.64,SMT,data\a1,BaggingRegressor,10,3383.2539287138848,fixed_params
0.64,SMT,data\a1,BaggingRegressor,11,3091.077380260367,fixed_params
0.64,SMT,data\a1,BaggingRegressor,12,2970.2599272011803,fixed_params
0.64,SMT,data\a1,BaggingRegressor,13,40.38339821827887,fixed_params
0.64,SMT,data\a1,BaggingRegressor,14,50.512719255359805,fixed_params
0.64,SMT,data\a1,BaggingRegressor,15,32.74346571318315,fixed_params
0.64,SMT,data\a1,BaggingRegressor,16,1528.3425766899582,fixed_params
0.64,SMT,data\a1,BaggingRegressor,17,541.0219526743413,fixed_params
0.64,SMT,data\a1,BaggingRegressor,18,3216.2755154779024,fixed_params
0.64,SMT,data\a1,BaggingRegressor,19,3975.1466891055275,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,0,89.64710743984382,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,1,2778.4295,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,2,6820.75223417284,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,3,2920.230583480522,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,4,60.31644791556257,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,5,57.23138666014908,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,6,3206.726774076615,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,7,48.28139779496149,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,8,8047.59686141238,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,9,8469.915878929138,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,10,5147.42950889351,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,11,5289.46120642998,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,12,6989.93429795549,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,13,54.21783434427815,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,14,73.61519624327504,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,15,68.36830266188781,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,16,3146.580100546511,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,17,1508.253550760038,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,18,5982.813043402503,fixed_params
0.64,SMT,data\a1,DecisionTreeRegressor,19,6383.690000000001,fixed_params
0.64,SMT,data\a1,MLPRegressor,0,204389.10918187042,fixed_params
0.64,SMT,data\a1,MLPRegressor,1,501354.470385176,fixed_params
0.64,SMT,data\a1,MLPRegressor,2,430720.51793215243,fixed_params
0.64,SMT,data\a1,MLPRegressor,3,143499.28276249397,fixed_params
0.64,SMT,data\a1,MLPRegressor,4,158906.83381607966,fixed_params
0.64,SMT,data\a1,MLPRegressor,5,45010.285626320496,fixed_params
0.64,SMT,data\a1,MLPRegressor,6,60711.34065122036,fixed_params
0.64,SMT,data\a1,MLPRegressor,7,57897.67696025621,fixed_params
0.64,SMT,data\a1,MLPRegressor,8,26860.85013683421,fixed_params
0.64,SMT,data\a1,MLPRegressor,9,65078.38119794017,fixed_params
0.64,SMT,data\a1,MLPRegressor,10,485584.5913557434,fixed_params
0.64,SMT,data\a1,MLPRegressor,11,64096.73682401285,fixed_params
0.64,SMT,data\a1,MLPRegressor,12,16150.317156940111,fixed_params
0.64,SMT,data\a1,MLPRegressor,13,9509.147484283396,fixed_params
0.64,SMT,data\a1,MLPRegressor,14,36646.128705630086,fixed_params
0.64,SMT,data\a1,MLPRegressor,15,1607.7045181501694,fixed_params
0.64,SMT,data\a1,MLPRegressor,16,33914.90933394676,fixed_params
0.64,SMT,data\a1,MLPRegressor,17,325989.21038887015,fixed_params
0.64,SMT,data\a1,MLPRegressor,18,58096.505610382126,fixed_params
0.64,SMT,data\a1,MLPRegressor,19,1561361.171422576,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,0,40.252926542472025,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,1,1490.081937902494,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,2,4206.161110742129,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,3,411.49948808945646,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,4,36.40299368086853,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,5,29.61180064798434,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,6,1582.784443547947,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,7,19.31117559631871,fixed_params
0.64,SMT,data\a1,RandomForestRegressor,8,5824.94039914569,fixed_params
