rel_thres,strategy,dataset,model,fold,sera_score,config
0.54,SMT,data\a1,BaggingRegressor,0,40.42882491299098,fixed_params
0.54,SMT,data\a1,BaggingRegressor,1,759.8105305459951,fixed_params
0.54,SMT,data\a1,BaggingRegressor,2,3780.6918457299953,fixed_params
0.54,SMT,data\a1,BaggingRegressor,3,284.4661500726173,fixed_params
0.54,SMT,data\a1,BaggingRegressor,4,30.087077863123696,fixed_params
0.54,SMT,data\a1,BaggingRegressor,5,31.213995666581006,fixed_params
0.54,SMT,data\a1,BaggingRegressor,6,2391.0414432782227,fixed_params
0.54,SMT,data\a1,BaggingRegressor,7,16.434136909734782,fixed_params
0.54,SMT,data\a1,BaggingRegressor,8,5254.67655109166,fixed_params
0.54,SMT,data\a1,BaggingRegressor,9,4261.775265405994,fixed_params
0.54,SMT,data\a1,BaggingRegressor,10,2935.187530923519,fixed_params
0.54,SMT,data\a1,BaggingRegressor,11,2056.171297508351,fixed_params
0.54,SMT,data\a1,BaggingRegressor,12,4578.645606277907,fixed_params
0.54,SMT,data\a1,BaggingRegressor,13,53.04000387531731,fixed_params
0.54,SMT,data\a1,BaggingRegressor,14,51.083416101712544,fixed_params
0.54,SMT,data\a1,BaggingRegressor,15,33.749028322568215,fixed_params
0.54,SMT,data\a1,BaggingRegressor,16,2536.914618223773,fixed_params
0.54,SMT,data\a1,BaggingRegressor,17,620.9976179631465,fixed_params
0.54,SMT,data\a1,BaggingRegressor,18,4027.1506954482907,fixed_params
0.54,SMT,data\a1,BaggingRegressor,19,3313.8795260835386,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,0,100.19428623164629,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,1,4318.197900000001,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,2,5815.7618913723645,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,3,1476.2352008335222,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,4,65.30419262524948,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,5,54.89979771854415,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,6,3828.5697991869865,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,7,27.56415,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,8,8764.320156922135,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,9,9110.877798518377,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,10,5786.3817667835565,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,11,3546.0614257809343,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,12,8910.916980187632,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,13,84.13799596845253,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,14,64.14315196456045,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,15,54.101023310785656,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,16,3075.6947,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,17,2735.4238,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,18,6005.927500000001,fixed_params
0.54,SMT,data\a1,DecisionTreeRegressor,19,4638.109761148612,fixed_params
0.54,SMT,data\a1,MLPRegressor,0,1413340.94256671,fixed_params
0.54,SMT,data\a1,MLPRegressor,1,12243664.222184822,fixed_params
0.54,SMT,data\a1,MLPRegressor,2,62358.19623607116,fixed_params
0.54,SMT,data\a1,MLPRegressor,3,50322.983410049965,fixed_params
0.54,SMT,data\a1,MLPRegressor,4,60348.777659808715,fixed_params
0.54,SMT,data\a1,MLPRegressor,5,5587.858754932568,fixed_params
0.54,SMT,data\a1,MLPRegressor,6,150754.23830391024,fixed_params
0.54,SMT,data\a1,MLPRegressor,7,25851.089663401697,fixed_params
0.54,SMT,data\a1,MLPRegressor,8,24389.798276325462,fixed_params
0.54,SMT,data\a1,MLPRegressor,9,34266.356412943904,fixed_params
0.54,SMT,data\a1,MLPRegressor,10,504620.3599355135,fixed_params
0.54,SMT,data\a1,MLPRegressor,11,97739.78637446483,fixed_params
0.54,SMT,data\a1,MLPRegressor,12,31061.17275691543,fixed_params
0.54,SMT,data\a1,MLPRegressor,13,12889.415610155887,fixed_params
0.54,SMT,data\a1,MLPRegressor,14,123364.0162963997,fixed_params
0.54,SMT,data\a1,MLPRegressor,15,59061.72346545516,fixed_params
0.54,SMT,data\a1,MLPRegressor,16,264458.2492174854,fixed_params
0.54,SMT,data\a1,MLPRegressor,17,60521.91936671024,fixed_params
0.54,SMT,data\a1,MLPRegressor,18,186490.33535156396,fixed_params
0.54,SMT,data\a1,MLPRegressor,19,243757.53592853082,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,0,42.529869672789985,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,1,1519.4893559186191,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,2,3858.2870696846485,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,3,655.0479743366365,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,4,39.74304946308615,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,5,30.710420935401217,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,6,1355.9250304165728,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,7,18.4422771926697,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,8,6542.5484942088015,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,9,5940.884445676768,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,10,2228.0114225278458,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,11,1931.8467226823968,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,12,4268.839891406148,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,13,38.07070406774266,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,14,41.51437463709096,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,15,37.71416911329951,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,16,2727.8453890761907,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,17,395.17052750889957,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,18,3535.049526021745,fixed_params
0.54,SMT,data\a1,RandomForestRegressor,19,4022.4857015002403,fixed_params
0.54,SMT,data\a1,SVR,0,52.02140739589631,fixed_params
0.54,SMT,data\a1,SVR,1,2836.13835050901,fixed_params
0.54,SMT,data\a1,SVR,2,5315.131699691399,fixed_params
0.54,SMT,data\a1,SVR,3,3106.2189878603076,fixed_params
0.54,SMT,data\a1,SVR,4,34.03470900117118,fixed_params
0.54,SMT,data\a1,SVR,5,52.73538029946556,fixed_params
0.54,SMT,data\a1,SVR,6,1666.4737144673493,fixed_params
0.54,SMT,data\a1,SVR,7,23.724086865780887,fixed_params
0.54,SMT,data\a1,SVR,8,7747.539448550974,fixed_params
0.54,SMT,data\a1,SVR,9,8928.214985187917,fixed_params
0.54,SMT,data\a1,SVR,10,6166.064355111252,fixed_params
0.54,SMT,data\a1,SVR,11,2098.6348404761065,fixed_params
0.54,SMT,data\a1,SVR,12,5263.83425855258,fixed_params
0.54,SMT,data\a1,SVR,13,41.826740108922486,fixed_params
0.54,SMT,data\a1,SVR,14,55.21658909013515,fixed_params
0.54,SMT,data\a1,SVR,15,39.987725954510324,fixed_params
0.54,SMT,data\a1,SVR,16,3458.4614267832562,fixed_params
0.54,SMT,data\a1,SVR,17,1590.6049390597639,fixed_params
0.54,SMT,data\a1,SVR,18,6370.109703718727,fixed_params
0.54,SMT,data\a1,SVR,19,5103.944908682403,fixed_params
0.54,SMT,data\a1,XGBRegressor,0,51.780588744593054,fixed_params
0.54,SMT,data\a1,XGBRegressor,1,1532.1162297881351,fixed_params
0.54,SMT,data\a1,XGBRegressor,2,5959.741633380186,fixed_params
0.54,SMT,data\a1,XGBRegressor,3,441.5539515658435,fixed_params
0.54,SMT,data\a1,XGBRegressor,4,36.37439555583174,fixed_params
0.54,SMT,data\a1,XGBRegressor,5,45.958633073512495,fixed_params
0.54,SMT,data\a1,XGBRegressor,6,1191.0837456406546,fixed_params
0.54,SMT,data\a1,XGBRegressor,7,53.23239494614806,fixed_params
0.54,SMT,data\a1,XGBRegressor,8,7990.253667281883,fixed_params
0.54,SMT,data\a1,XGBRegressor,9,6596.647700835869,fixed_params
0.54,SMT,data\a1,XGBRegressor,10,4192.7563920059665,fixed_params
0.54,SMT,data\a1,XGBRegressor,11,1119.8703405617325,fixed_params
0.54,SMT,data\a1,XGBRegressor,12,2445.8082343687392,fixed_params
0.54,SMT,data\a1,XGBRegressor,13,59.86761922845874,fixed_params
0.54,SMT,data\a1,XGBRegressor,14,61.92935308001714,fixed_params
0.54,SMT,data\a1,XGBRegressor,15,39.36390395369465,fixed_params
0.54,SMT,data\a1,XGBRegressor,16,2937.1842497938383,fixed_params
0.54,SMT,data\a1,XGBRegressor,17,391.11536474643,fixed_params
0.54,SMT,data\a1,XGBRegressor,18,5615.972358234094,fixed_params
0.54,SMT,data\a1,XGBRegressor,19,3772.634692588437,fixed_params
0.54,RO,data\a1,BaggingRegressor,0,43.0774295,fixed_params
0.54,RO,data\a1,BaggingRegressor,1,1861.751731,fixed_params
0.54,RO,data\a1,BaggingRegressor,2,3650.9478165,fixed_params
0.54,RO,data\a1,BaggingRegressor,3,546.1840779999999,fixed_params
0.54,RO,data\a1,BaggingRegressor,4,32.025628499999996,fixed_params
0.54,RO,data\a1,BaggingRegressor,5,39.637485000000005,fixed_params
0.54,RO,data\a1,BaggingRegressor,6,1803.6213285,fixed_params
0.54,RO,data\a1,BaggingRegressor,7,14.7608585,fixed_params
0.54,RO,data\a1,BaggingRegressor,8,6900.494847499998,fixed_params
0.54,RO,data\a1,BaggingRegressor,9,5728.7932085,fixed_params
0.54,RO,data\a1,BaggingRegressor,10,668.9108494999998,fixed_params
0.54,RO,data\a1,BaggingRegressor,11,2034.7992795,fixed_params
0.54,RO,data\a1,BaggingRegressor,12,3419.345787499999,fixed_params
0.54,RO,data\a1,BaggingRegressor,13,51.887388999999985,fixed_params
0.54,RO,data\a1,BaggingRegressor,14,46.3397685,fixed_params
0.54,RO,data\a1,BaggingRegressor,15,35.45191199999999,fixed_params
0.54,RO,data\a1,BaggingRegressor,16,2979.6445600000006,fixed_params
0.54,RO,data\a1,BaggingRegressor,17,456.2394984999999,fixed_params
0.54,RO,data\a1,BaggingRegressor,18,2984.7099485000003,fixed_params
0.54,RO,data\a1,BaggingRegressor,19,3616.9658515000006,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,0,82.21825,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,1,2022.1662000000003,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,2,4175.788850000001,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,3,2328.49775,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,4,43.422200000000004,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,5,71.902,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,6,3396.30425,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,7,14.201449999999998,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,8,8508.294199999998,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,9,5829.101500000001,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,10,841.1287000000004,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,11,2666.3265499999998,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,12,3556.9547,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,13,56.563100000000006,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,14,70.03185000000002,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,15,62.886050000000004,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,16,2984.356750000001,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,17,3344.143,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,18,4971.362500000001,fixed_params
0.54,RO,data\a1,DecisionTreeRegressor,19,2375.95665,fixed_params
0.54,RO,data\a1,MLPRegressor,0,190749.47367184542,fixed_params
0.54,RO,data\a1,MLPRegressor,1,2416987.081742119,fixed_params
0.54,RO,data\a1,MLPRegressor,2,279932.87038396084,fixed_params
0.54,RO,data\a1,MLPRegressor,3,665047.7678529978,fixed_params
0.54,RO,data\a1,MLPRegressor,4,232420.70627374892,fixed_params
0.54,RO,data\a1,MLPRegressor,5,16752.83446863819,fixed_params
0.54,RO,data\a1,MLPRegressor,6,56120.658794318944,fixed_params
0.54,RO,data\a1,MLPRegressor,7,102678.93266200568,fixed_params
0.54,RO,data\a1,MLPRegressor,8,21376.359351395917,fixed_params
0.54,RO,data\a1,MLPRegressor,9,75179.66428470473,fixed_params
0.54,RO,data\a1,MLPRegressor,10,515018.2198358648,fixed_params
0.54,RO,data\a1,MLPRegressor,11,98368.68367665645,fixed_params
0.54,RO,data\a1,MLPRegressor,12,14500.832982853693,fixed_params
0.54,RO,data\a1,MLPRegressor,13,10810.49329083506,fixed_params
0.54,RO,data\a1,MLPRegressor,14,106706.1221696771,fixed_params
0.54,RO,data\a1,MLPRegressor,15,97876.30194349606,fixed_params
0.54,RO,data\a1,MLPRegressor,16,37118.88487734802,fixed_params
0.54,RO,data\a1,MLPRegressor,17,177975.1783107387,fixed_params
0.54,RO,data\a1,MLPRegressor,18,71335.32393217474,fixed_params
0.54,RO,data\a1,MLPRegressor,19,231502.21990117934,fixed_params
0.54,RO,data\a1,RandomForestRegressor,0,35.18668617000001,fixed_params
0.54,RO,data\a1,RandomForestRegressor,1,1744.7398900350006,fixed_params
0.54,RO,data\a1,RandomForestRegressor,2,3619.518465569999,fixed_params
0.54,RO,data\a1,RandomForestRegressor,3,409.09272801999987,fixed_params
0.54,RO,data\a1,RandomForestRegressor,4,32.248483745,fixed_params
0.54,RO,data\a1,RandomForestRegressor,5,32.60446968,fixed_params
0.54,RO,data\a1,RandomForestRegressor,6,1552.2260394549999,fixed_params
0.54,RO,data\a1,RandomForestRegressor,7,22.131038170000004,fixed_params
0.54,RO,data\a1,RandomForestRegressor,8,7445.359783094997,fixed_params
0.54,RO,data\a1,RandomForestRegressor,9,5596.792536535,fixed_params
0.54,RO,data\a1,RandomForestRegressor,10,2087.004837199999,fixed_params
0.54,RO,data\a1,RandomForestRegressor,11,1843.2401844850003,fixed_params
0.54,RO,data\a1,RandomForestRegressor,12,3533.3213233999995,fixed_params
0.54,RO,data\a1,RandomForestRegressor,13,49.63494442,fixed_params
0.54,RO,data\a1,RandomForestRegressor,14,40.789362025,fixed_params
0.54,RO,data\a1,RandomForestRegressor,15,39.49240793499999,fixed_params
0.54,RO,data\a1,RandomForestRegressor,16,2549.179285355001,fixed_params
0.54,RO,data\a1,RandomForestRegressor,17,392.07841358499866,fixed_params
0.54,RO,data\a1,RandomForestRegressor,18,3863.6276836700004,fixed_params
0.54,RO,data\a1,RandomForestRegressor,19,2411.3110584150004,fixed_params
0.54,RO,data\a1,SVR,0,52.7558605014743,fixed_params
0.54,RO,data\a1,SVR,1,2835.9536949457483,fixed_params
0.54,RO,data\a1,SVR,2,5151.509638255418,fixed_params
0.54,RO,data\a1,SVR,3,3098.2655435455686,fixed_params
