rel_thres,strategy,dataset,model,fold,sera_score,config
0.7,SMT,data\a1,BaggingRegressor,0,48.253030089076056,fixed_params
0.7,SMT,data\a1,BaggingRegressor,1,1481.7905245879515,fixed_params
0.7,SMT,data\a1,BaggingRegressor,2,4958.200057719938,fixed_params
0.7,SMT,data\a1,BaggingRegressor,3,935.9310488197882,fixed_params
0.7,SMT,data\a1,BaggingRegressor,4,33.856226659241244,fixed_params
0.7,SMT,data\a1,BaggingRegressor,5,29.16367070520638,fixed_params
0.7,SMT,data\a1,BaggingRegressor,6,2897.1382468647753,fixed_params
0.7,SMT,data\a1,BaggingRegressor,7,24.489026077910346,fixed_params
0.7,SMT,data\a1,BaggingRegressor,8,5851.49639355278,fixed_params
0.7,SMT,data\a1,BaggingRegressor,9,4584.123201004909,fixed_params
0.7,SMT,data\a1,BaggingRegressor,10,2595.142087868092,fixed_params
0.7,SMT,data\a1,BaggingRegressor,11,1728.3746499717015,fixed_params
0.7,SMT,data\a1,BaggingRegressor,12,5132.1445854352,fixed_params
0.7,SMT,data\a1,BaggingRegressor,13,39.29096778611744,fixed_params
0.7,SMT,data\a1,BaggingRegressor,14,46.86912791846989,fixed_params
0.7,SMT,data\a1,BaggingRegressor,15,37.145757193041725,fixed_params
0.7,SMT,data\a1,BaggingRegressor,16,2577.340893671373,fixed_params
0.7,SMT,data\a1,BaggingRegressor,17,900.0112010863068,fixed_params
0.7,SMT,data\a1,BaggingRegressor,18,4793.230101359687,fixed_params
0.7,SMT,data\a1,BaggingRegressor,19,2711.81697019883,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,0,53.15220262759086,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,1,4470.030472460634,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,2,7094.931694700445,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,3,2317.0086,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,4,64.432683633851,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,5,45.89180149684969,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,6,3057.099657468785,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,7,96.91237127300634,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,8,7254.46553983162,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,9,6925.740237383602,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,10,4257.751124302396,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,11,4127.535506299532,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,12,8113.8549476847875,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,13,24.909117747943387,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,14,46.0708547884775,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,15,83.62290306190704,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,16,3715.8150904939203,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,17,2394.335032764631,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,18,7568.16277089866,fixed_params
0.7,SMT,data\a1,DecisionTreeRegressor,19,3729.848312208871,fixed_params
0.7,SMT,data\a1,MLPRegressor,0,126883.589674162,fixed_params
0.7,SMT,data\a1,MLPRegressor,1,3091501.0701015103,fixed_params
0.7,SMT,data\a1,MLPRegressor,2,618727.3232269947,fixed_params
0.7,SMT,data\a1,MLPRegressor,3,401676.7998283165,fixed_params
0.7,SMT,data\a1,MLPRegressor,4,22868.26961252037,fixed_params
0.7,SMT,data\a1,MLPRegressor,5,4054.570167134511,fixed_params
0.7,SMT,data\a1,MLPRegressor,6,35328.71667437984,fixed_params
0.7,SMT,data\a1,MLPRegressor,7,33565.25523049998,fixed_params
0.7,SMT,data\a1,MLPRegressor,8,29997.559861049493,fixed_params
0.7,SMT,data\a1,MLPRegressor,9,102374.05752231536,fixed_params
0.7,SMT,data\a1,MLPRegressor,10,150626.6201414038,fixed_params
0.7,SMT,data\a1,MLPRegressor,11,49330.83568626523,fixed_params
0.7,SMT,data\a1,MLPRegressor,12,8875.383185564531,fixed_params
0.7,SMT,data\a1,MLPRegressor,13,29768.729042632775,fixed_params
0.7,SMT,data\a1,MLPRegressor,14,55422.08682436386,fixed_params
0.7,SMT,data\a1,MLPRegressor,15,2214.4588058483946,fixed_params
0.7,SMT,data\a1,MLPRegressor,16,176937.57532830015,fixed_params
0.7,SMT,data\a1,MLPRegressor,17,213234.96689931003,fixed_params
0.7,SMT,data\a1,MLPRegressor,18,128538.49337481179,fixed_params
0.7,SMT,data\a1,MLPRegressor,19,2914886.084784766,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,0,43.28609097561113,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,1,1153.6254115240276,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,2,4510.87998693272,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,3,379.9585638850213,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,4,41.753780472249794,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,5,29.95944604152948,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,6,1674.333883380578,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,7,18.84067803279748,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,8,7159.488482275001,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,9,6228.120915094998,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,10,2607.6537400915445,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,11,2349.7810251622914,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,12,5127.087682205797,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,13,43.890951800325865,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,14,44.66522630269682,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,15,38.75642563777894,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,16,2028.5386107971462,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,17,339.30477613805203,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,18,4149.817451662126,fixed_params
0.7,SMT,data\a1,RandomForestRegressor,19,3689.7850311706275,fixed_params
0.7,SMT,data\a1,SVR,0,51.63904777803552,fixed_params
0.7,SMT,data\a1,SVR,1,2450.3690144648303,fixed_params
0.7,SMT,data\a1,SVR,2,4980.8490074963665,fixed_params
0.7,SMT,data\a1,SVR,3,2737.4835473799158,fixed_params
0.7,SMT,data\a1,SVR,4,33.9791480706394,fixed_params
0.7,SMT,data\a1,SVR,5,53.09015981060601,fixed_params
0.7,SMT,data\a1,SVR,6,1388.7545070201904,fixed_params
0.7,SMT,data\a1,SVR,7,27.713526206616503,fixed_params
0.7,SMT,data\a1,SVR,8,6841.111507510626,fixed_params
0.7,SMT,data\a1,SVR,9,8213.522390481128,fixed_params
0.7,SMT,data\a1,SVR,10,5442.2400829943745,fixed_params
0.7,SMT,data\a1,SVR,11,1906.2124086062402,fixed_params
0.7,SMT,data\a1,SVR,12,4713.742908718814,fixed_params
0.7,SMT,data\a1,SVR,13,40.89281550798263,fixed_params
0.7,SMT,data\a1,SVR,14,54.778351423040675,fixed_params
0.7,SMT,data\a1,SVR,15,41.22458893961637,fixed_params
0.7,SMT,data\a1,SVR,16,3098.1692404915893,fixed_params
0.7,SMT,data\a1,SVR,17,1337.0217915166293,fixed_params
0.7,SMT,data\a1,SVR,18,5718.275983666909,fixed_params
0.7,SMT,data\a1,SVR,19,5002.944680420063,fixed_params
0.7,SMT,data\a1,XGBRegressor,0,54.03393768097632,fixed_params
0.7,SMT,data\a1,XGBRegressor,1,2050.4568999616527,fixed_params
0.7,SMT,data\a1,XGBRegressor,2,4969.833812270948,fixed_params
0.7,SMT,data\a1,XGBRegressor,3,783.0197556642518,fixed_params
0.7,SMT,data\a1,XGBRegressor,4,36.37439555583174,fixed_params
0.7,SMT,data\a1,XGBRegressor,5,45.958633073512495,fixed_params
0.7,SMT,data\a1,XGBRegressor,6,1970.4851813245803,fixed_params
0.7,SMT,data\a1,XGBRegressor,7,24.139836834839418,fixed_params
0.7,SMT,data\a1,XGBRegressor,8,8911.769728887259,fixed_params
0.7,SMT,data\a1,XGBRegressor,9,4209.699060767395,fixed_params
0.7,SMT,data\a1,XGBRegressor,10,1479.825595347443,fixed_params
0.7,SMT,data\a1,XGBRegressor,11,3650.553092794004,fixed_params
0.7,SMT,data\a1,XGBRegressor,12,4498.262052966493,fixed_params
0.7,SMT,data\a1,XGBRegressor,13,41.03181989755728,fixed_params
0.7,SMT,data\a1,XGBRegressor,14,61.92935308001714,fixed_params
0.7,SMT,data\a1,XGBRegressor,15,42.46621119616036,fixed_params
0.7,SMT,data\a1,XGBRegressor,16,2937.1842497938383,fixed_params
0.7,SMT,data\a1,XGBRegressor,17,542.8494604193253,fixed_params
