rel_thres,strategy,dataset,model,fold,sera_score,config
0.92,SMT,data\a1,BaggingRegressor,0,52.42748424885637,fixed_params
0.92,SMT,data\a1,BaggingRegressor,1,2359.0978745462803,fixed_params
0.92,SMT,data\a1,BaggingRegressor,2,4239.770413697962,fixed_params
0.92,SMT,data\a1,BaggingRegressor,3,419.1808280865984,fixed_params
0.92,SMT,data\a1,BaggingRegressor,4,47.54634040683548,fixed_params
0.92,SMT,data\a1,BaggingRegressor,5,39.92594988506028,fixed_params
0.92,SMT,data\a1,BaggingRegressor,6,1890.2247393883904,fixed_params
0.92,SMT,data\a1,BaggingRegressor,7,19.087113660084537,fixed_params
0.92,SMT,data\a1,BaggingRegressor,8,5431.426775335281,fixed_params
0.92,SMT,data\a1,BaggingRegressor,9,5711.343800298774,fixed_params
0.92,SMT,data\a1,BaggingRegressor,10,3442.4391625648104,fixed_params
0.92,SMT,data\a1,BaggingRegressor,11,1509.6269079345477,fixed_params
0.92,SMT,data\a1,BaggingRegressor,12,3504.3986729348903,fixed_params
0.92,SMT,data\a1,BaggingRegressor,13,41.15499089305823,fixed_params
0.92,SMT,data\a1,BaggingRegressor,14,46.39820997554828,fixed_params
0.92,SMT,data\a1,BaggingRegressor,15,42.02264343368931,fixed_params
0.92,SMT,data\a1,BaggingRegressor,16,2539.621962212797,fixed_params
0.92,SMT,data\a1,BaggingRegressor,17,1102.8640063774233,fixed_params
0.92,SMT,data\a1,BaggingRegressor,18,4708.503902760742,fixed_params
0.92,SMT,data\a1,BaggingRegressor,19,3299.154458745494,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,0,47.40521944974069,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,1,7762.888859876132,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,2,5802.831706210492,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,3,3500.4016930265084,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,4,65.798096790158,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,5,66.47313797971627,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,6,4461.715568374474,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,7,24.488136119826347,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,8,2917.769057697895,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,9,6816.497926922528,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,10,7469.557168176352,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,11,5213.202871930827,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,12,2829.7084101582127,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,13,123.00417117670864,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,14,46.66524383785723,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,15,125.41165600802243,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,16,3221.0199183826976,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,17,2122.5822,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,18,7808.711542872767,fixed_params
0.92,SMT,data\a1,DecisionTreeRegressor,19,4075.9538164026967,fixed_params
0.92,SMT,data\a1,MLPRegressor,0,236689.91444035337,fixed_params
0.92,SMT,data\a1,MLPRegressor,1,744857.7409986999,fixed_params
0.92,SMT,data\a1,MLPRegressor,2,45473.56969510226,fixed_params
0.92,SMT,data\a1,MLPRegressor,3,950590.5134675591,fixed_params
0.92,SMT,data\a1,MLPRegressor,4,49329.326192929584,fixed_params
0.92,SMT,data\a1,MLPRegressor,5,36244.133873574414,fixed_params
0.92,SMT,data\a1,MLPRegressor,6,47529.147382977026,fixed_params
0.92,SMT,data\a1,MLPRegressor,7,41523.01506839115,fixed_params
0.92,SMT,data\a1,MLPRegressor,8,25720.768868849038,fixed_params
0.92,SMT,data\a1,MLPRegressor,9,170460.08639967206,fixed_params
0.92,SMT,data\a1,MLPRegressor,10,2161482.620269234,fixed_params
0.92,SMT,data\a1,MLPRegressor,11,1137970.1955668028,fixed_params
0.92,SMT,data\a1,MLPRegressor,12,40804.27011762449,fixed_params
0.92,SMT,data\a1,MLPRegressor,13,24482.06674677845,fixed_params
0.92,SMT,data\a1,MLPRegressor,14,39783.93150046733,fixed_params
0.92,SMT,data\a1,MLPRegressor,15,5188.2321261194265,fixed_params
0.92,SMT,data\a1,MLPRegressor,16,61519.1321146698,fixed_params
0.92,SMT,data\a1,MLPRegressor,17,172120.38918965383,fixed_params
0.92,SMT,data\a1,MLPRegressor,18,57660.53755616604,fixed_params
0.92,SMT,data\a1,MLPRegressor,19,353919.9184001297,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,0,44.23949921528886,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,1,1745.3412952219253,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,2,3836.7798044009323,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,3,796.0333785683179,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,4,43.17757208728614,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,5,32.3999982589838,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,6,1358.0250431361553,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,7,19.123873539025432,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,8,5766.461705812571,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,9,6947.077156953627,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,10,2938.6417685396245,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,11,1739.608167428685,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,12,2953.2616338124253,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,13,41.07237300856165,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,14,37.49852956577195,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,15,39.85861047047627,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,16,3141.4111476365697,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,17,436.77785725738534,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,18,3760.5340158783724,fixed_params
0.92,SMT,data\a1,RandomForestRegressor,19,2711.455214631719,fixed_params
0.92,SMT,data\a1,SVR,0,49.344588889304006,fixed_params
0.92,SMT,data\a1,SVR,1,2213.276781278577,fixed_params
0.92,SMT,data\a1,SVR,2,4757.818113260136,fixed_params
0.92,SMT,data\a1,SVR,3,2235.146468969858,fixed_params
