rel_thres,strategy,dataset,model,fold,sera_score,config
0.62,SMT,data\a1,BaggingRegressor,0,37.806130578349475,fixed_params
0.62,SMT,data\a1,BaggingRegressor,1,2104.945901310619,fixed_params
0.62,SMT,data\a1,BaggingRegressor,2,3913.8869594157345,fixed_params
0.62,SMT,data\a1,BaggingRegressor,3,809.2495875,fixed_params
0.62,SMT,data\a1,BaggingRegressor,4,39.80789261983007,fixed_params
0.62,SMT,data\a1,BaggingRegressor,5,36.39997393283454,fixed_params
0.62,SMT,data\a1,BaggingRegressor,6,1581.8797915130579,fixed_params
0.62,SMT,data\a1,BaggingRegressor,7,20.668987398708804,fixed_params
0.62,SMT,data\a1,BaggingRegressor,8,7700.719130989073,fixed_params
0.62,SMT,data\a1,BaggingRegressor,9,6643.179597910687,fixed_params
0.62,SMT,data\a1,BaggingRegressor,10,2633.5230870370383,fixed_params
0.62,SMT,data\a1,BaggingRegressor,11,2656.288247453639,fixed_params
0.62,SMT,data\a1,BaggingRegressor,12,3482.1596686493795,fixed_params
0.62,SMT,data\a1,BaggingRegressor,13,46.1781826894715,fixed_params
0.62,SMT,data\a1,BaggingRegressor,14,41.390748736219585,fixed_params
0.62,SMT,data\a1,BaggingRegressor,15,41.09873482908612,fixed_params
0.62,SMT,data\a1,BaggingRegressor,16,3153.5186183844917,fixed_params
0.62,SMT,data\a1,BaggingRegressor,17,495.8833382578267,fixed_params
0.62,SMT,data\a1,BaggingRegressor,18,2688.6226777739435,fixed_params
0.62,SMT,data\a1,BaggingRegressor,19,4175.113117692552,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,0,86.34733611389555,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,1,3890.8247500000007,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,2,7538.734509977608,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,3,2296.9272499999997,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,4,49.043628751176975,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,5,70.62088299045,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,6,5051.865850000001,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,7,68.41933972427896,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,8,10394.065684372248,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,9,9339.506102938216,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,10,14581.456002502986,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,11,1726.0094989320394,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,12,7905.8943314023845,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,13,36.22930082695973,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,14,66.08808305341411,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,15,115.41670956062794,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,16,2732.2482001130024,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,17,2837.254079097544,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,18,6848.760903790878,fixed_params
0.62,SMT,data\a1,DecisionTreeRegressor,19,6416.182450000001,fixed_params
0.62,SMT,data\a1,MLPRegressor,0,19256.46941654333,fixed_params
0.62,SMT,data\a1,MLPRegressor,1,2850797.9082485083,fixed_params
0.62,SMT,data\a1,MLPRegressor,2,96526.75952191665,fixed_params
0.62,SMT,data\a1,MLPRegressor,3,426826.0646284379,fixed_params
0.62,SMT,data\a1,MLPRegressor,4,2013.4381803133865,fixed_params
0.62,SMT,data\a1,MLPRegressor,5,13589.961570882884,fixed_params
0.62,SMT,data\a1,MLPRegressor,6,93795.83217535913,fixed_params
0.62,SMT,data\a1,MLPRegressor,7,74718.16882296733,fixed_params
0.62,SMT,data\a1,MLPRegressor,8,34530.63526730707,fixed_params
0.62,SMT,data\a1,MLPRegressor,9,155566.43386662757,fixed_params
0.62,SMT,data\a1,MLPRegressor,10,477994.7581305551,fixed_params
0.62,SMT,data\a1,MLPRegressor,11,171741.92872185513,fixed_params
0.62,SMT,data\a1,MLPRegressor,12,19841.392605380483,fixed_params
0.62,SMT,data\a1,MLPRegressor,13,24372.327321960187,fixed_params
0.62,SMT,data\a1,MLPRegressor,14,6788.206563453261,fixed_params
0.62,SMT,data\a1,MLPRegressor,15,6412.879345228138,fixed_params
0.62,SMT,data\a1,MLPRegressor,16,462358.495247132,fixed_params
0.62,SMT,data\a1,MLPRegressor,17,45284.79960541125,fixed_params
0.62,SMT,data\a1,MLPRegressor,18,600502.3848226158,fixed_params
0.62,SMT,data\a1,MLPRegressor,19,443258.3803692045,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,0,40.16231173364286,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,1,1409.648241377112,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,2,4313.669026704999,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,3,677.1942975026135,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,4,32.61341771940248,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,5,34.28106799908481,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,6,1685.8627854150004,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,7,17.34034869849472,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,8,7181.4367799599995,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,9,4946.321599500376,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,10,2261.098944586997,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,11,2368.9687465604493,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,12,3031.256834537815,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,13,38.39096859033883,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,14,41.65696373537041,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,15,35.518786865666364,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,16,2719.303024720001,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,17,320.57292630999893,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,18,4053.598926776575,fixed_params
0.62,SMT,data\a1,RandomForestRegressor,19,2894.155219056565,fixed_params
0.62,SMT,data\a1,SVR,0,51.513924802440705,fixed_params
0.62,SMT,data\a1,SVR,1,2696.8311003420386,fixed_params
