rel_thres,strategy,dataset,model,fold,sera_score,config
0.68,SMT,data\a1,BaggingRegressor,0,42.87162446842042,fixed_params
0.68,SMT,data\a1,BaggingRegressor,1,1769.2384397297342,fixed_params
0.68,SMT,data\a1,BaggingRegressor,2,4234.449365637344,fixed_params
0.68,SMT,data\a1,BaggingRegressor,3,1037.793482876571,fixed_params
0.68,SMT,data\a1,BaggingRegressor,4,35.634371166348444,fixed_params
0.68,SMT,data\a1,BaggingRegressor,5,28.78269607023598,fixed_params
0.68,SMT,data\a1,BaggingRegressor,6,1966.834843308933,fixed_params
0.68,SMT,data\a1,BaggingRegressor,7,33.72384429426094,fixed_params
0.68,SMT,data\a1,BaggingRegressor,8,7307.749031984836,fixed_params
0.68,SMT,data\a1,BaggingRegressor,9,6425.743594596601,fixed_params
0.68,SMT,data\a1,BaggingRegressor,10,2629.388014044414,fixed_params
0.68,SMT,data\a1,BaggingRegressor,11,3491.7176064073624,fixed_params
0.68,SMT,data\a1,BaggingRegressor,12,3525.317884257991,fixed_params
0.68,SMT,data\a1,BaggingRegressor,13,42.37374408184233,fixed_params
0.68,SMT,data\a1,BaggingRegressor,14,45.671188947330286,fixed_params
0.68,SMT,data\a1,BaggingRegressor,15,44.18243035333846,fixed_params
0.68,SMT,data\a1,BaggingRegressor,16,2070.683925431538,fixed_params
0.68,SMT,data\a1,BaggingRegressor,17,557.6009348916376,fixed_params
0.68,SMT,data\a1,BaggingRegressor,18,3455.549050188241,fixed_params
0.68,SMT,data\a1,BaggingRegressor,19,4824.216672771431,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,0,79.82684749727203,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,1,7366.108083737278,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,2,5719.970200000001,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,3,1373.6361959981446,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,4,33.62662086444845,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,5,32.2982373614215,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,6,3785.8817565928325,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,7,83.56837147689609,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,8,8659.223499683563,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,9,13674.30695,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,10,1586.7850893110162,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,11,7263.699568184888,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,12,8420.5966,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,13,81.44761881987601,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,14,87.46387213922739,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,15,34.29922927784744,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,16,5876.870460870092,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,17,1428.909553917959,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,18,5295.386748351251,fixed_params
0.68,SMT,data\a1,DecisionTreeRegressor,19,3266.6419400385057,fixed_params
0.68,SMT,data\a1,MLPRegressor,0,22305.227630191715,fixed_params
0.68,SMT,data\a1,MLPRegressor,1,2071528.1951595522,fixed_params
0.68,SMT,data\a1,MLPRegressor,2,41870.17552920077,fixed_params
0.68,SMT,data\a1,MLPRegressor,3,1815297.7202441576,fixed_params
