rel_thres,strategy,dataset,model,fold,sera_score,config
0.96,SMT,data\a1,BaggingRegressor,0,59.04787729920621,fixed_params
0.96,SMT,data\a1,BaggingRegressor,1,2200.643717686039,fixed_params
0.96,SMT,data\a1,BaggingRegressor,2,4844.198860014922,fixed_params
0.96,SMT,data\a1,BaggingRegressor,3,2516.1226888151778,fixed_params
0.96,SMT,data\a1,BaggingRegressor,4,53.285118528838176,fixed_params
0.96,SMT,data\a1,BaggingRegressor,5,42.86199427259738,fixed_params
0.96,SMT,data\a1,BaggingRegressor,6,2006.0718971024548,fixed_params
0.96,SMT,data\a1,BaggingRegressor,7,14.695940197543619,fixed_params
0.96,SMT,data\a1,BaggingRegressor,8,6441.082908448182,fixed_params
0.96,SMT,data\a1,BaggingRegressor,9,4096.160292152586,fixed_params
0.96,SMT,data\a1,BaggingRegressor,10,2977.0857060043063,fixed_params
0.96,SMT,data\a1,BaggingRegressor,11,2625.600734672931,fixed_params
0.96,SMT,data\a1,BaggingRegressor,12,2446.600661031224,fixed_params
0.96,SMT,data\a1,BaggingRegressor,13,51.918305943166246,fixed_params
0.96,SMT,data\a1,BaggingRegressor,14,46.27357813666597,fixed_params
0.96,SMT,data\a1,BaggingRegressor,15,39.4155777826373,fixed_params
0.96,SMT,data\a1,BaggingRegressor,16,4249.6428246500745,fixed_params
0.96,SMT,data\a1,BaggingRegressor,17,790.2322455359397,fixed_params
0.96,SMT,data\a1,BaggingRegressor,18,3558.7385471615567,fixed_params
0.96,SMT,data\a1,BaggingRegressor,19,2410.7265982360664,fixed_params
0.96,SMT,data\a1,DecisionTreeRegressor,0,46.608636321697205,fixed_params
0.96,SMT,data\a1,DecisionTreeRegressor,1,5222.319051981902,fixed_params
0.96,SMT,data\a1,DecisionTreeRegressor,2,5925.481250000001,fixed_params
0.96,SMT,data\a1,DecisionTreeRegressor,3,3629.2519829054904,fixed_params
0.96,SMT,data\a1,DecisionTreeRegressor,4,37.6796199849423,fixed_params
0.96,SMT,data\a1,DecisionTreeRegressor,5,61.73381654984206,fixed_params
