rel_thres,strategy,dataset,model,fold,sera_score,config
0.56,SMT,data\a1,BaggingRegressor,0,50.65056105534643,fixed_params
0.56,SMT,data\a1,BaggingRegressor,1,1474.3740060709886,fixed_params
0.56,SMT,data\a1,BaggingRegressor,2,3304.5568267977183,fixed_params
0.56,SMT,data\a1,BaggingRegressor,3,556.3850305,fixed_params
0.56,SMT,data\a1,BaggingRegressor,4,39.11311781404737,fixed_params
0.56,SMT,data\a1,BaggingRegressor,5,35.28167011992014,fixed_params
0.56,SMT,data\a1,BaggingRegressor,6,2000.4501962376826,fixed_params
0.56,SMT,data\a1,BaggingRegressor,7,15.238861777828811,fixed_params
0.56,SMT,data\a1,BaggingRegressor,8,6877.958173839414,fixed_params
0.56,SMT,data\a1,BaggingRegressor,9,7259.878958400412,fixed_params
0.56,SMT,data\a1,BaggingRegressor,10,3969.7193821187047,fixed_params
0.56,SMT,data\a1,BaggingRegressor,11,2452.6062545110562,fixed_params
0.56,SMT,data\a1,BaggingRegressor,12,3408.1775368167614,fixed_params
0.56,SMT,data\a1,BaggingRegressor,13,60.913490483451746,fixed_params
0.56,SMT,data\a1,BaggingRegressor,14,41.54251472589079,fixed_params
0.56,SMT,data\a1,BaggingRegressor,15,36.99185564777466,fixed_params
0.56,SMT,data\a1,BaggingRegressor,16,3136.4854018583646,fixed_params
0.56,SMT,data\a1,BaggingRegressor,17,894.4576536298096,fixed_params
0.56,SMT,data\a1,BaggingRegressor,18,4260.516430352834,fixed_params
0.56,SMT,data\a1,BaggingRegressor,19,3558.9388590558524,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,0,54.19823687784858,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,1,6147.1252061649,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,2,6366.180500647372,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,3,1920.769900600301,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,4,58.80118878151439,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,5,62.499642989669724,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,6,3209.15145,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,7,40.495502784684426,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,8,6845.312534746488,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,9,9395.189736172704,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,10,5056.30216623632,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,11,4620.418776415146,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,12,5641.160247268327,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,13,97.04822315232065,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,14,56.705023537827984,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,15,51.31794584729358,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,16,2678.933006103006,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,17,2922.9249,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,18,2178.8035817383948,fixed_params
0.56,SMT,data\a1,DecisionTreeRegressor,19,3306.6038909898884,fixed_params
0.56,SMT,data\a1,MLPRegressor,0,404702.89082072774,fixed_params
0.56,SMT,data\a1,MLPRegressor,1,2876836.696203113,fixed_params
0.56,SMT,data\a1,MLPRegressor,2,34079.03328894797,fixed_params
0.56,SMT,data\a1,MLPRegressor,3,290168.05502880097,fixed_params
0.56,SMT,data\a1,MLPRegressor,4,608439.0693431692,fixed_params
0.56,SMT,data\a1,MLPRegressor,5,20836.972956556532,fixed_params
0.56,SMT,data\a1,MLPRegressor,6,37549.47088851255,fixed_params
0.56,SMT,data\a1,MLPRegressor,7,29865.13113918016,fixed_params
0.56,SMT,data\a1,MLPRegressor,8,122622.8609100344,fixed_params
0.56,SMT,data\a1,MLPRegressor,9,36600.94173199576,fixed_params
0.56,SMT,data\a1,MLPRegressor,10,200169.83535451954,fixed_params
0.56,SMT,data\a1,MLPRegressor,11,244661.6567738414,fixed_params
0.56,SMT,data\a1,MLPRegressor,12,9553.587636089778,fixed_params
0.56,SMT,data\a1,MLPRegressor,13,15406.050911854692,fixed_params
0.56,SMT,data\a1,MLPRegressor,14,24724.9657808207,fixed_params
0.56,SMT,data\a1,MLPRegressor,15,1135.7426307709366,fixed_params
0.56,SMT,data\a1,MLPRegressor,16,390904.3546436187,fixed_params
0.56,SMT,data\a1,MLPRegressor,17,102740.20360340767,fixed_params
0.56,SMT,data\a1,MLPRegressor,18,96056.96377494736,fixed_params
0.56,SMT,data\a1,MLPRegressor,19,415724.5751895912,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,0,41.2215177500529,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,1,1205.0888154908685,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,2,3678.7476629324087,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,3,470.17130383261855,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,4,34.69683360669898,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,5,32.80466635697425,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,6,1842.0424725796095,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,7,14.707595900000001,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,8,6483.963991302705,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,9,6441.529026353466,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,10,2987.3356860194076,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,11,1783.3638329851337,fixed_params
0.56,SMT,data\a1,RandomForestRegressor,12,4993.4726779971215,fixed_params
