rel_thres,strategy,dataset,model,fold,sera_score,config
0.98,SMT,data\a1,BaggingRegressor,0,38.306855449375774,fixed_params
0.98,SMT,data\a1,BaggingRegressor,1,2053.3582402177763,fixed_params
0.98,SMT,data\a1,BaggingRegressor,2,5429.455532165749,fixed_params
0.98,SMT,data\a1,BaggingRegressor,3,1615.736341566848,fixed_params
0.98,SMT,data\a1,BaggingRegressor,4,43.82563471381097,fixed_params
0.98,SMT,data\a1,BaggingRegressor,5,37.93537584319963,fixed_params
0.98,SMT,data\a1,BaggingRegressor,6,4255.305202741305,fixed_params
0.98,SMT,data\a1,BaggingRegressor,7,12.351686076336305,fixed_params
0.98,SMT,data\a1,BaggingRegressor,8,6057.658086371956,fixed_params
0.98,SMT,data\a1,BaggingRegressor,9,7592.665830057166,fixed_params
0.98,SMT,data\a1,BaggingRegressor,10,2027.558914380208,fixed_params
0.98,SMT,data\a1,BaggingRegressor,11,2943.7996185933357,fixed_params
0.98,SMT,data\a1,BaggingRegressor,12,3808.2213609641008,fixed_params
0.98,SMT,data\a1,BaggingRegressor,13,34.47151641810939,fixed_params
0.98,SMT,data\a1,BaggingRegressor,14,42.767974884282246,fixed_params
0.98,SMT,data\a1,BaggingRegressor,15,47.61005115486081,fixed_params
0.98,SMT,data\a1,BaggingRegressor,16,2825.2469350963456,fixed_params
0.98,SMT,data\a1,BaggingRegressor,17,282.2204874477517,fixed_params
0.98,SMT,data\a1,BaggingRegressor,18,3785.3967452576953,fixed_params
0.98,SMT,data\a1,BaggingRegressor,19,2885.8577748546622,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,0,58.16782312721717,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,1,4520.788050000001,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,2,7615.485757983435,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,3,2171.27555,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,4,77.0182692272007,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,5,50.665785011308444,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,6,1803.7785074072215,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,7,51.76314751593841,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,8,8597.690599748224,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,9,4495.730365020083,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,10,3699.3690056145706,fixed_params
0.98,SMT,data\a1,DecisionTreeRegressor,11,5040.695848026423,fixed_params
